Item Properties_Item Name,Item Properties_Can Have Enchantments,Item Properties_Used In Crafting,Item Properties_Obtainable From Crafting,"Item Properties_Has A Unique ""Use"" Function",Can Be Cooked_Furnace,Can Be Cooked_Smoker/Campfire,Can Be Cooked_Blast Furnace,Rarity_Common,Rarity_Uncommon,Rarity_Rare,Rarity_Epic,Keywords
Golden Chestplate,False,True,True,True,True,False,True,True,True,False,False,"chestplate, yellow, golden"
Diamond Chestplate,False,True,True,True,False,False,False,True,True,False,False,"blue, diamond, chestplate, precious, shiny"
Netherite Chestplate,False,True,True,True,False,False,False,True,True,False,False,"netherite, chestplate"
Leather Pants,False,True,True,True,False,False,False,True,True,False,False,"leather, pants"
Chainmail Leggings,False,True,True,True,True,False,True,True,False,True,False,"leggings, chainmail"
Iron Leggings,False,True,True,True,True,False,True,True,True,False,False,"iron, leggings, gray"
Golden Leggings,False,True,True,True,True,False,True,True,True,False,False,"yellow, leggings, golden"
Diamond Leggings,False,True,True,True,False,False,False,True,True,False,False,"leggings, blue, diamond, precious, shiny"
Netherite Leggings,False,True,True,True,False,False,False,True,True,False,False,"netherite, leggings"
Leather Boots,False,True,True,True,False,False,False,True,True,False,False,"leather, boots"
Chainmail Boots,False,True,True,True,True,False,True,True,False,True,False,"boots, chainmail"
Iron Boots,False,True,True,True,True,False,True,True,True,False,False,"iron, boots, gray"
Golden Boots,False,True,True,True,True,False,True,True,True,False,False,"yellow, boots, golden"
Diamond Boots,False,True,True,True,False,False,False,True,True,False,False,"boots, blue, diamond, precious, shiny"
Netherite Boots,False,True,True,True,False,False,False,True,True,False,False,"netherite, boots"
Debug Stick,False,False,False,False,False,False,False,True,False,False,False,"debug, stick"
Command Block,False,False,False,False,False,False,False,True,False,False,False,"command, block"
Chain Command Block,False,False,False,False,False,False,False,True,False,False,False,"command, block, chain"
Repeating Command Block,False,False,False,False,False,False,False,True,False,False,False,"repeating, command, block"
Structure Block,False,False,False,False,False,False,False,True,False,False,False,"block, structure"
Jigsaw Block,False,False,False,False,False,False,False,True,False,False,False,"jigsaw, block"
Structure Void,False,False,False,False,False,False,False,True,False,False,False,"void, structure"
Barrier,False,False,False,False,False,False,False,True,False,False,False,barrier
Light (0),False,False,False,False,False,False,False,True,False,False,False,"light, (0)"
Light (1),False,False,False,False,False,False,False,True,False,False,False,"light, (1)"
Light (2),False,False,False,False,False,False,False,True,False,False,False,"light, (2)"
Light (3),False,False,False,False,False,False,False,True,False,False,False,"light, (3)"
Light (4),False,False,False,False,False,False,False,True,False,False,False,"light, (4)"
Light (5),False,False,False,False,False,False,False,True,False,False,False,"light, (5)"
Light (6),False,False,False,False,False,False,False,True,False,False,False,"light, (6)"
Light (7),False,False,False,False,False,False,False,True,False,False,False,"light, (7)"
Light (8),False,False,False,False,False,False,False,True,False,False,False,"light, (8)"
Light (9),False,False,False,False,False,False,False,True,False,False,False,"light, (9)"
Light (10),False,False,False,False,False,False,False,True,False,False,False,"light, (10)"
Light (11),False,False,False,False,False,False,False,True,False,False,False,"light, (11)"
Light (12),False,False,False,False,False,False,False,True,False,False,False,"light, (12)"
Light (13),False,False,False,False,False,False,False,True,False,False,False,"light, (13)"
Light (14),False,False,False,False,False,False,False,True,False,False,False,"light, (14)"
Light (15),False,False,False,False,False,False,False,True,False,False,False,"light, (15)"
Bedrock,False,False,False,False,False,False,False,True,True,False,False,"gray, dark, rock, bedrock"
End Portal Frame,False,False,False,False,False,False,False,True,True,False,False,"end, frame, portal"
Monster Spawner,False,False,False,False,False,False,False,True,True,False,False,"spawner, monster"
Allay Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, spawn, allay"
Armadillo Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, armadillo, spawn"
Axolotl Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, axolotl, spawn"
Bat Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"bat, egg, spawn"
Bee Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"bee, egg, spawn"
Blaze Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, blaze, spawn"
Bogged Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, bogged, spawn"
Breeze Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, breeze, spawn"
Camel Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, camel, spawn"
Cat Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, cat, spawn"
Cave Spider Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"spider, egg, cave, spawn"
Chicken Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"chicken, egg, spawn"
Cod Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, cod, spawn"
Cow Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"cow, egg, spawn"
Creeper Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, creeper, spawn"
Dolphin Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"dolphin, egg, spawn"
Donkey Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, donkey, spawn"
Drowned Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, drowned, spawn"
Elder Guardian Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"guardian, egg, elder, spawn"
Ender Dragon Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, ender, dragon, spawn"
Enderman Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, spawn, enderman"
Endermite Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, endermite, spawn"
Evoker Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"evoker, egg, spawn"
Fox Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"fox, egg, spawn"
Frog Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, frog, spawn"
Ghast Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, ghast, spawn"
Glow Squid Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"squid, egg, glow, spawn"
Goat Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"goat, egg, spawn"
Guardian Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"guardian, egg, spawn"
Hoglin Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, hoglin, spawn"
Horse Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, horse, spawn"
Husk Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, husk, spawn"
Iron Golem Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"iron, golem, egg, gray, spawn"
Llama Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, llama, spawn"
Magma Cube Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, cube, magma, spawn"
Mooshroom Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, mooshroom, spawn"
Mule Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, mule, spawn"
Ocelot Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, ocelot, spawn"
Panda Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, panda, spawn"
Parrot Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, parrot, spawn"
Phantom Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, phantom, spawn"
Pig Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"pig, egg, spawn"
Piglin Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"piglin, egg, spawn"
Piglin Brute Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"piglin, egg, spawn, brute"
Pillager Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, pillager, spawn"
Polar Bear Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"bear, egg, polar, spawn"
Pufferfish Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, spawn, pufferfish"
Rabbit Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"rabbit, egg, spawn"
Ravager Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, spawn, ravager"
Salmon Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, salmon, spawn"
Sheep Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, sheep, spawn"
Shulker Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, spawn, shulker"
Silverfish Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"silverfish, egg, spawn"
Skeleton Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, skeleton, spawn"
Skeleton Horse Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, skeleton, horse, spawn"
Slime Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, slime, spawn"
Sniffer Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, sniffer, spawn"
Snow Golem Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"golem, egg, snow, spawn"
Spider Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"spider, egg, spawn"
Squid Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"squid, egg, spawn"
Stray Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, spawn, stray"
Strider Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, strider, spawn"
Tadpole Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"tadpole, egg, spawn"
Trader Llama Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, llama, trader, spawn"
Tropical Fish Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, spawn, fish, tropical"
Turtle Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, turtle, spawn"
Vex Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, vex, spawn"
Villager Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, villager, spawn"
Vindicator Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, spawn, vindicator"
Wandering Trader Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"trader, egg, wandering, spawn"
Warden Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, warden, spawn"
Witch Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, witch, spawn"
Wither Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, wither, spawn"
Wither Skeleton Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, skeleton, wither, spawn"
Wolf Spawn Egg,False,False,False,False,False,False,False,True,True,False,False,"egg, wolf, spawn"
